Continent,Region/Country,Product,Variable,Year,Unit,Quantity
Asia,Kazakhstan,Wine,Production,2004,1000 hl,  181
Asia,Kazakhstan,Wine,Production,2005,1000 hl,  247
Asia,Kazakhstan,Wine,Production,2006,1000 hl,  196
Asia,Kazakhstan,Wine,Production,2007,1000 hl,  112
Asia,Kazakhstan,Wine,Production,2008,1000 hl,  133
Asia,Kazakhstan,Wine,Production,2009,1000 hl,  172
Asia,Kazakhstan,Wine,Production,2010,1000 hl,  172
Asia,Kazakhstan,Wine,Production,2011,1000 hl,  158
Asia,Kazakhstan,Wine,Production,2012,1000 hl,  155
Asia,Kazakhstan,Wine,Production,2013,1000 hl,  209
Asia,Kazakhstan,Wine,Production,2014,1000 hl,  220
Asia,Kazakhstan,Wine,Production,2015,1000 hl,  242
Asia,Kazakhstan,Wine,Production,2016,1000 hl,  299
Asia,Kazakhstan,Wine,Production,2017,1000 hl,  327
Asia,Kazakhstan,Wine,Production,2018,1000 hl,  501
Asia,Kazakhstan,Wine,Production,2019,1000 hl,  445
Asia,Kazakhstan,Wine,Production,2020,1000 hl,  438
Asia,Kazakhstan,Wine,Production,2021,1000 hl,  233
Asia,Korea (the Republic of),Wine,Production,2010,1000 hl,0
Asia,Korea (the Republic of),Wine,Production,2011,1000 hl,0
Asia,Korea (the Republic of),Wine,Production,2012,1000 hl,0
Asia,Korea (the Republic of),Wine,Production,2013,1000 hl,0
Asia,Korea (the Republic of),Wine,Production,2014,1000 hl,0
Asia,Korea (the Republic of),Wine,Production,2015,1000 hl,0
Asia,Korea (the Republic of),Wine,Production,2016,1000 hl,0
Asia,Korea (the Republic of),Wine,Production,2017,1000 hl,0
Asia,Korea (the Republic of),Wine,Production,2018,1000 hl,0
Asia,Korea (the Republic of),Wine,Production,2019,1000 hl,0
Asia,Korea (the Republic of),Wine,Production,2020,1000 hl,0
Asia,Korea (the Republic of),Wine,Production,2021,1000 hl,0
Asia,Korea (the Republic of),Wine,Production,2022,1000 hl,0
Asia,Kyrgyzstan,Wine,Production,1995,1000 hl,  26
Asia,Kyrgyzstan,Wine,Production,1996,1000 hl,  23
Asia,Kyrgyzstan,Wine,Production,1997,1000 hl,  21
Asia,Kyrgyzstan,Wine,Production,1998,1000 hl,  20
Asia,Kyrgyzstan,Wine,Production,1999,1000 hl,  21
Asia,Kyrgyzstan,Wine,Production,2000,1000 hl,  22
Asia,Kyrgyzstan,Wine,Production,2001,1000 hl,  40
Asia,Kyrgyzstan,Wine,Production,2002,1000 hl,  44
Asia,Kyrgyzstan,Wine,Production,2003,1000 hl,  18
Asia,Kyrgyzstan,Wine,Production,2004,1000 hl,  17
Asia,Kyrgyzstan,Wine,Production,2005,1000 hl,  12
Asia,Kyrgyzstan,Wine,Production,2006,1000 hl,  18
Asia,Kyrgyzstan,Wine,Production,2007,1000 hl,  11
Asia,Kyrgyzstan,Wine,Production,2008,1000 hl,  13
Asia,Kyrgyzstan,Wine,Production,2009,1000 hl,  14
Asia,Kyrgyzstan,Wine,Production,2010,1000 hl,  16
Asia,Kyrgyzstan,Wine,Production,2011,1000 hl,  14
Asia,Kyrgyzstan,Wine,Production,2012,1000 hl,  13
Asia,Kyrgyzstan,Wine,Production,2013,1000 hl,  18
Asia,Kyrgyzstan,Wine,Production,2014,1000 hl,  17
Asia,Kyrgyzstan,Wine,Production,2015,1000 hl,  26
Asia,Kyrgyzstan,Wine,Production,2016,1000 hl,  24
Asia,Kyrgyzstan,Wine,Production,2017,1000 hl,  28
Asia,Kyrgyzstan,Wine,Production,2018,1000 hl,  56
Asia,Kyrgyzstan,Wine,Production,2019,1000 hl,  38
Asia,Kyrgyzstan,Wine,Production,2020,1000 hl,  14
Asia,Kyrgyzstan,Wine,Production,2021,1000 hl,  14
Europe,Latvia,Wine,Production,1995,1000 hl,  47
Europe,Latvia,Wine,Production,1996,1000 hl,  35
Europe,Latvia,Wine,Production,1997,1000 hl,  15
Europe,Latvia,Wine,Production,1998,1000 hl,  10
Europe,Latvia,Wine,Production,1999,1000 hl,0
Europe,Latvia,Wine,Production,2000,1000 hl,0
Europe,Latvia,Wine,Production,2001,1000 hl,0
Europe,Latvia,Wine,Production,2002,1000 hl,0
Europe,Latvia,Wine,Production,2003,1000 hl,0
Europe,Latvia,Wine,Production,2004,1000 hl,0
Europe,Latvia,Wine,Production,2005,1000 hl,  75
Europe,Latvia,Wine,Production,2006,1000 hl,  53
Europe,Latvia,Wine,Production,2007,1000 hl,  26
Europe,Latvia,Wine,Production,2008,1000 hl,  25
Europe,Latvia,Wine,Production,2009,1000 hl,  18
Europe,Latvia,Wine,Production,2010,1000 hl,  25
Europe,Latvia,Wine,Production,2011,1000 hl,  22
Europe,Latvia,Wine,Production,2012,1000 hl,  22
Europe,Latvia,Wine,Production,2013,1000 hl,  22
Europe,Latvia,Wine,Production,2014,1000 hl,  24
Europe,Latvia,Wine,Production,2015,1000 hl,  21
Europe,Latvia,Wine,Production,2016,1000 hl,  25
Europe,Latvia,Wine,Production,2017,1000 hl,  32
Europe,Latvia,Wine,Production,2018,1000 hl,  27
Europe,Latvia,Wine,Production,2019,1000 hl,  20
Europe,Latvia,Wine,Production,2020,1000 hl,  20
Europe,Latvia,Wine,Production,2021,1000 hl,  20
Asia,Lebanon,Wine,Production,1995,1000 hl,  300
Asia,Lebanon,Wine,Production,1996,1000 hl,  158
Asia,Lebanon,Wine,Production,1997,1000 hl,  248
Asia,Lebanon,Wine,Production,1998,1000 hl,  186
Asia,Lebanon,Wine,Production,1999,1000 hl,  180
Asia,Lebanon,Wine,Production,2000,1000 hl,  170
Asia,Lebanon,Wine,Production,2001,1000 hl,  160
Asia,Lebanon,Wine,Production,2002,1000 hl,  150
Asia,Lebanon,Wine,Production,2003,1000 hl,  150
Asia,Lebanon,Wine,Production,2004,1000 hl,  150
Asia,Lebanon,Wine,Production,2005,1000 hl,  150
Asia,Lebanon,Wine,Production,2006,1000 hl,  130
Asia,Lebanon,Wine,Production,2007,1000 hl,  110
Asia,Lebanon,Wine,Production,2008,1000 hl,  90
Asia,Lebanon,Wine,Production,2009,1000 hl,  70
Asia,Lebanon,Wine,Production,2010,1000 hl,  65
Asia,Lebanon,Wine,Production,2011,1000 hl,  80
Asia,Lebanon,Wine,Production,2012,1000 hl,  90
Asia,Lebanon,Wine,Production,2013,1000 hl,  95
Asia,Lebanon,Wine,Production,2014,1000 hl,  91
Asia,Lebanon,Wine,Production,2015,1000 hl,  109
Asia,Lebanon,Wine,Production,2016,1000 hl,  100
Asia,Lebanon,Wine,Production,2017,1000 hl,  100
Asia,Lebanon,Wine,Production,2018,1000 hl,  100
Asia,Lebanon,Wine,Production,2019,1000 hl,  100
Asia,Lebanon,Wine,Production,2020,1000 hl,  100
Asia,Lebanon,Wine,Production,2021,1000 hl,  100
Africa,Libya,Wine,Production,2010,1000 hl,0
Africa,Libya,Wine,Production,2011,1000 hl,0
Africa,Libya,Wine,Production,2012,1000 hl,0
Africa,Libya,Wine,Production,2013,1000 hl,0
Africa,Libya,Wine,Production,2014,1000 hl,0
Africa,Libya,Wine,Production,2015,1000 hl,0
Africa,Libya,Wine,Production,2016,1000 hl,0
Africa,Libya,Wine,Production,2017,1000 hl,0
Africa,Libya,Wine,Production,2018,1000 hl,0
Africa,Libya,Wine,Production,2019,1000 hl,0
Africa,Libya,Wine,Production,2020,1000 hl,0
Africa,Libya,Wine,Production,2021,1000 hl,0
Africa,Libya,Wine,Production,2022,1000 hl,0
Europe,Lithuania,Wine,Production,1995,1000 hl,  11
Europe,Lithuania,Wine,Production,1996,1000 hl,  30
Europe,Lithuania,Wine,Production,1997,1000 hl,  22
Europe,Lithuania,Wine,Production,1998,1000 hl,  45
Europe,Lithuania,Wine,Production,1999,1000 hl,  65
Europe,Lithuania,Wine,Production,2000,1000 hl,  40
Europe,Lithuania,Wine,Production,2001,1000 hl,  43
Europe,Lithuania,Wine,Production,2002,1000 hl,  47
Europe,Lithuania,Wine,Production,2003,1000 hl,  36
Europe,Lithuania,Wine,Production,2004,1000 hl,  52
Europe,Lithuania,Wine,Production,2005,1000 hl,  78
Europe,Lithuania,Wine,Production,2006,1000 hl,  72
Europe,Lithuania,Wine,Production,2007,1000 hl,  89
Europe,Lithuania,Wine,Production,2008,1000 hl,  83
Europe,Lithuania,Wine,Production,2009,1000 hl,  54
Europe,Lithuania,Wine,Production,2010,1000 hl,  72
Europe,Lithuania,Wine,Production,2011,1000 hl,  61
Europe,Lithuania,Wine,Production,2012,1000 hl,  65
Europe,Lithuania,Wine,Production,2013,1000 hl,  57
Europe,Lithuania,Wine,Production,2014,1000 hl,  60
Europe,Lithuania,Wine,Production,2015,1000 hl,  44
Europe,Lithuania,Wine,Production,2016,1000 hl,  48
Europe,Lithuania,Wine,Production,2017,1000 hl,  41
Europe,Lithuania,Wine,Production,2018,1000 hl,  47
Europe,Lithuania,Wine,Production,2019,1000 hl,  41
Europe,Lithuania,Wine,Production,2020,1000 hl,  32
Europe,Lithuania,Wine,Production,2021,1000 hl,  32
Europe,Lithuania,Wine,Production,2022,1000 hl,  32
Europe,Luxemburg,Wine,Production,1995,1000 hl,  150
Europe,Luxemburg,Wine,Production,1996,1000 hl,  128
Europe,Luxemburg,Wine,Production,1997,1000 hl,  75
Europe,Luxemburg,Wine,Production,1998,1000 hl,  160
Europe,Luxemburg,Wine,Production,1999,1000 hl,  184
Europe,Luxemburg,Wine,Production,2000,1000 hl,  132
Europe,Luxemburg,Wine,Production,2001,1000 hl,  135
Europe,Luxemburg,Wine,Production,2002,1000 hl,  154
Europe,Luxemburg,Wine,Production,2003,1000 hl,  123
Europe,Luxemburg,Wine,Production,2004,1000 hl,  156
Europe,Luxemburg,Wine,Production,2005,1000 hl,  135
Europe,Luxemburg,Wine,Production,2006,1000 hl,  124
Europe,Luxemburg,Wine,Production,2007,1000 hl,  142
Europe,Luxemburg,Wine,Production,2008,1000 hl,  130
Europe,Luxemburg,Wine,Production,2009,1000 hl,  135
Europe,Luxemburg,Wine,Production,2010,1000 hl,  110
Europe,Luxemburg,Wine,Production,2011,1000 hl,  132
Europe,Luxemburg,Wine,Production,2012,1000 hl,  85
Europe,Luxemburg,Wine,Production,2013,1000 hl,  101
Europe,Luxemburg,Wine,Production,2014,1000 hl,  125
Europe,Luxemburg,Wine,Production,2015,1000 hl,  111
Europe,Luxemburg,Wine,Production,2016,1000 hl,  83
Europe,Luxemburg,Wine,Production,2017,1000 hl,  81
Europe,Luxemburg,Wine,Production,2018,1000 hl,  136
Europe,Luxemburg,Wine,Production,2019,1000 hl,  76
Europe,Luxemburg,Wine,Production,2020,1000 hl,  97
Europe,Luxemburg,Wine,Production,2021,1000 hl,  97
Europe,Luxemburg,Wine,Production,2022,1000 hl,  82
Africa,Madagascar,Wine,Production,1995,1000 hl,  88
Africa,Madagascar,Wine,Production,1996,1000 hl,  88
Africa,Madagascar,Wine,Production,1997,1000 hl,  89
Africa,Madagascar,Wine,Production,1998,1000 hl,  90
Africa,Madagascar,Wine,Production,1999,1000 hl,  91
Africa,Madagascar,Wine,Production,2000,1000 hl,  89
Africa,Madagascar,Wine,Production,2001,1000 hl,  89
Africa,Madagascar,Wine,Production,2002,1000 hl,  89
Africa,Madagascar,Wine,Production,2003,1000 hl,  64
Africa,Madagascar,Wine,Production,2004,1000 hl,  64
Africa,Madagascar,Wine,Production,2005,1000 hl,  65
Africa,Madagascar,Wine,Production,2006,1000 hl,  67
Africa,Madagascar,Wine,Production,2007,1000 hl,  74
Africa,Madagascar,Wine,Production,2008,1000 hl,  75
Africa,Madagascar,Wine,Production,2009,1000 hl,  83
Africa,Madagascar,Wine,Production,2010,1000 hl,  83
Africa,Madagascar,Wine,Production,2011,1000 hl,  82
Africa,Madagascar,Wine,Production,2012,1000 hl,  84
Africa,Madagascar,Wine,Production,2013,1000 hl,  84
Africa,Madagascar,Wine,Production,2014,1000 hl,  75
Africa,Madagascar,Wine,Production,2015,1000 hl,  77
Africa,Madagascar,Wine,Production,2016,1000 hl,  78
Africa,Madagascar,Wine,Production,2017,1000 hl,  78
Africa,Madagascar,Wine,Production,2018,1000 hl,  78
Africa,Madagascar,Wine,Production,2019,1000 hl,  78
Africa,Madagascar,Wine,Production,2020,1000 hl,  78
Africa,Madagascar,Wine,Production,2021,1000 hl,  78
Europe,Malta,Wine,Production,1995,1000 hl,  32
Europe,Malta,Wine,Production,1996,1000 hl,  32
Europe,Malta,Wine,Production,1997,1000 hl,  32
Europe,Malta,Wine,Production,1998,1000 hl,  21
Europe,Malta,Wine,Production,1999,1000 hl,  35
Europe,Malta,Wine,Production,2000,1000 hl,  50
Europe,Malta,Wine,Production,2001,1000 hl,  67
Europe,Malta,Wine,Production,2002,1000 hl,  62
Europe,Malta,Wine,Production,2003,1000 hl,  100
Europe,Malta,Wine,Production,2004,1000 hl,  70
Europe,Malta,Wine,Production,2005,1000 hl,  60
Europe,Malta,Wine,Production,2006,1000 hl,  65
Europe,Malta,Wine,Production,2007,1000 hl,  48
Europe,Malta,Wine,Production,2008,1000 hl,  32
Europe,Malta,Wine,Production,2009,1000 hl,  37
Europe,Malta,Wine,Production,2010,1000 hl,  15
Europe,Malta,Wine,Production,2011,1000 hl,  15
Europe,Malta,Wine,Production,2012,1000 hl,  22
Europe,Malta,Wine,Production,2013,1000 hl,  21
Europe,Malta,Wine,Production,2014,1000 hl,  21
Europe,Malta,Wine,Production,2015,1000 hl,  20
Europe,Malta,Wine,Production,2016,1000 hl,  15
Europe,Malta,Wine,Production,2017,1000 hl,  15
Europe,Malta,Wine,Production,2018,1000 hl,  17
Europe,Malta,Wine,Production,2019,1000 hl,  13
Europe,Malta,Wine,Production,2020,1000 hl,  12
Europe,Malta,Wine,Production,2021,1000 hl,  11
Europe,Malta,Wine,Production,2022,1000 hl,  13
America,Mexico,Wine,Production,1995,1000 hl, 1 466
America,Mexico,Wine,Production,1996,1000 hl, 1 332
America,Mexico,Wine,Production,1997,1000 hl, 1 524
America,Mexico,Wine,Production,1998,1000 hl, 1 361
America,Mexico,Wine,Production,1999,1000 hl, 1 443
America,Mexico,Wine,Production,2000,1000 hl, 1 041
America,Mexico,Wine,Production,2001,1000 hl, 1 411
America,Mexico,Wine,Production,2002,1000 hl, 1 012
America,Mexico,Wine,Production,2003,1000 hl, 1 096
America,Mexico,Wine,Production,2004,1000 hl,  730
America,Mexico,Wine,Production,2005,1000 hl,  415
America,Mexico,Wine,Production,2006,1000 hl,  568
America,Mexico,Wine,Production,2007,1000 hl,  630
America,Mexico,Wine,Production,2008,1000 hl,  557
America,Mexico,Wine,Production,2009,1000 hl,  353
America,Mexico,Wine,Production,2010,1000 hl,  346
America,Mexico,Wine,Production,2011,1000 hl,  385
America,Mexico,Wine,Production,2012,1000 hl,  394
America,Mexico,Wine,Production,2013,1000 hl,  418
America,Mexico,Wine,Production,2014,1000 hl,  397
America,Mexico,Wine,Production,2015,1000 hl,  425
America,Mexico,Wine,Production,2016,1000 hl,  404
America,Mexico,Wine,Production,2017,1000 hl,  387
America,Mexico,Wine,Production,2018,1000 hl,  406
America,Mexico,Wine,Production,2019,1000 hl,  406
America,Mexico,Wine,Production,2020,1000 hl,  398
America,Mexico,Wine,Production,2021,1000 hl,  396
America,Mexico,Wine,Production,2022,1000 hl,  396
Europe,Moldova,Wine,Production,1995,1000 hl, 2 964
Europe,Moldova,Wine,Production,1996,1000 hl, 2 291
Europe,Moldova,Wine,Production,1997,1000 hl, 3 123
Europe,Moldova,Wine,Production,1998,1000 hl, 1 511
Europe,Moldova,Wine,Production,1999,1000 hl, 1 332
Europe,Moldova,Wine,Production,2000,1000 hl, 1 112
Europe,Moldova,Wine,Production,2001,1000 hl, 1 604
Europe,Moldova,Wine,Production,2002,1000 hl, 2 251
Europe,Moldova,Wine,Production,2003,1000 hl, 3 215
Europe,Moldova,Wine,Production,2004,1000 hl, 3 026
Europe,Moldova,Wine,Production,2005,1000 hl, 2 520
Europe,Moldova,Wine,Production,2006,1000 hl, 1 938
Europe,Moldova,Wine,Production,2007,1000 hl, 1 510
Europe,Moldova,Wine,Production,2008,1000 hl, 1 710
Europe,Moldova,Wine,Production,2009,1000 hl, 1 590
Europe,Moldova,Wine,Production,2010,1000 hl,  840
Europe,Moldova,Wine,Production,2011,1000 hl, 1 520
Europe,Moldova,Wine,Production,2012,1000 hl, 1 470
Europe,Moldova,Wine,Production,2013,1000 hl, 2 570
Europe,Moldova,Wine,Production,2014,1000 hl, 1 630
Europe,Moldova,Wine,Production,2015,1000 hl, 1 560
Europe,Moldova,Wine,Production,2016,1000 hl, 1 495
Europe,Moldova,Wine,Production,2017,1000 hl, 1 801
Europe,Moldova,Wine,Production,2018,1000 hl, 1 900
Europe,Moldova,Wine,Production,2019,1000 hl, 1 460
Europe,Moldova,Wine,Production,2020,1000 hl,  920
Europe,Moldova,Wine,Production,2021,1000 hl, 1 430
Europe,Moldova,Wine,Production,2022,1000 hl, 1 400
Europe,Montenegro,Wine,Production,2006,1000 hl,  166
Europe,Montenegro,Wine,Production,2007,1000 hl,  130
Europe,Montenegro,Wine,Production,2008,1000 hl,  170
Europe,Montenegro,Wine,Production,2009,1000 hl,  171
Europe,Montenegro,Wine,Production,2010,1000 hl,  180
Europe,Montenegro,Wine,Production,2011,1000 hl,  118
Europe,Montenegro,Wine,Production,2012,1000 hl,  174
Europe,Montenegro,Wine,Production,2013,1000 hl,  160
Europe,Montenegro,Wine,Production,2014,1000 hl,  97
Europe,Montenegro,Wine,Production,2015,1000 hl,  113
Europe,Montenegro,Wine,Production,2016,1000 hl,  101
Europe,Montenegro,Wine,Production,2017,1000 hl,  110
Europe,Montenegro,Wine,Production,2018,1000 hl,  88
Europe,Montenegro,Wine,Production,2019,1000 hl,  102
Europe,Montenegro,Wine,Production,2020,1000 hl,  70
Europe,Montenegro,Wine,Production,2021,1000 hl,  70
Africa,Morocco,Wine,Production,1995,1000 hl,  173
Africa,Morocco,Wine,Production,1996,1000 hl,  284
Africa,Morocco,Wine,Production,1997,1000 hl,  376
Africa,Morocco,Wine,Production,1998,1000 hl,  298
Africa,Morocco,Wine,Production,1999,1000 hl,  493
Africa,Morocco,Wine,Production,2000,1000 hl,  299
Africa,Morocco,Wine,Production,2001,1000 hl,  286
Africa,Morocco,Wine,Production,2002,1000 hl,  342
Africa,Morocco,Wine,Production,2003,1000 hl,  343
Africa,Morocco,Wine,Production,2004,1000 hl,  326
Africa,Morocco,Wine,Production,2005,1000 hl,  375
Africa,Morocco,Wine,Production,2006,1000 hl,  419
Africa,Morocco,Wine,Production,2007,1000 hl,  370
Africa,Morocco,Wine,Production,2008,1000 hl,  350
Africa,Morocco,Wine,Production,2009,1000 hl,  295
Africa,Morocco,Wine,Production,2010,1000 hl,  337
Africa,Morocco,Wine,Production,2011,1000 hl,  340
Africa,Morocco,Wine,Production,2012,1000 hl,  345
Africa,Morocco,Wine,Production,2013,1000 hl,  370
Africa,Morocco,Wine,Production,2014,1000 hl,  327
Africa,Morocco,Wine,Production,2015,1000 hl,  386
Africa,Morocco,Wine,Production,2016,1000 hl,  325
Africa,Morocco,Wine,Production,2017,1000 hl,  344
Africa,Morocco,Wine,Production,2018,1000 hl,  408
Africa,Morocco,Wine,Production,2019,1000 hl,  474
Africa,Morocco,Wine,Production,2020,1000 hl,  409
Africa,Morocco,Wine,Production,2021,1000 hl,  409
Africa,Namibia,Wine,Production,2010,1000 hl,0
Africa,Namibia,Wine,Production,2011,1000 hl,0
Africa,Namibia,Wine,Production,2012,1000 hl,0
Africa,Namibia,Wine,Production,2013,1000 hl,0
Africa,Namibia,Wine,Production,2014,1000 hl,0
Africa,Namibia,Wine,Production,2015,1000 hl,0
Africa,Namibia,Wine,Production,2016,1000 hl,0
Africa,Namibia,Wine,Production,2017,1000 hl,0
Africa,Namibia,Wine,Production,2018,1000 hl,0
Africa,Namibia,Wine,Production,2019,1000 hl,0
Africa,Namibia,Wine,Production,2020,1000 hl,0
Africa,Namibia,Wine,Production,2021,1000 hl,0
Africa,Namibia,Wine,Production,2022,1000 hl,0
Europe,Netherlands,Wine,Production,2010,1000 hl,  1
Europe,Netherlands,Wine,Production,2011,1000 hl,  1
Europe,Netherlands,Wine,Production,2012,1000 hl,  1
Europe,Netherlands,Wine,Production,2013,1000 hl,  8
Europe,Netherlands,Wine,Production,2014,1000 hl,  7
Europe,Netherlands,Wine,Production,2015,1000 hl,  8
Europe,Netherlands,Wine,Production,2016,1000 hl,  8
Europe,Netherlands,Wine,Production,2017,1000 hl,  6
Europe,Netherlands,Wine,Production,2018,1000 hl,  6
Europe,Netherlands,Wine,Production,2019,1000 hl,  8
Europe,Netherlands,Wine,Production,2020,1000 hl,  8
Europe,Netherlands,Wine,Production,2021,1000 hl,  8
Europe,Netherlands,Wine,Production,2022,1000 hl,  10
Oceania,New Zealand,Wine,Production,1995,1000 hl,  564
Oceania,New Zealand,Wine,Production,1996,1000 hl,  573
Oceania,New Zealand,Wine,Production,1997,1000 hl,  458
Oceania,New Zealand,Wine,Production,1998,1000 hl,  606
Oceania,New Zealand,Wine,Production,1999,1000 hl,  602
Oceania,New Zealand,Wine,Production,2000,1000 hl,  601
Oceania,New Zealand,Wine,Production,2001,1000 hl,  533
Oceania,New Zealand,Wine,Production,2002,1000 hl,  890
Oceania,New Zealand,Wine,Production,2003,1000 hl,  550
Oceania,New Zealand,Wine,Production,2004,1000 hl, 1 192
Oceania,New Zealand,Wine,Production,2005,1000 hl, 1 020
Oceania,New Zealand,Wine,Production,2006,1000 hl, 1 332
Oceania,New Zealand,Wine,Production,2007,1000 hl, 1 476
Oceania,New Zealand,Wine,Production,2008,1000 hl, 2 052
Oceania,New Zealand,Wine,Production,2009,1000 hl, 2 050
Oceania,New Zealand,Wine,Production,2010,1000 hl, 1 900
Oceania,New Zealand,Wine,Production,2011,1000 hl, 2 350
Oceania,New Zealand,Wine,Production,2012,1000 hl, 1 940
Oceania,New Zealand,Wine,Production,2013,1000 hl, 2 484
Oceania,New Zealand,Wine,Production,2014,1000 hl, 3 204
Oceania,New Zealand,Wine,Production,2015,1000 hl, 2 347
Oceania,New Zealand,Wine,Production,2016,1000 hl, 3 139
Oceania,New Zealand,Wine,Production,2017,1000 hl, 2 851
Oceania,New Zealand,Wine,Production,2018,1000 hl, 3 017
Oceania,New Zealand,Wine,Production,2019,1000 hl, 2 974
Oceania,New Zealand,Wine,Production,2020,1000 hl, 3 290
Oceania,New Zealand,Wine,Production,2021,1000 hl, 2 664
Oceania,New Zealand,Wine,Production,2022,1000 hl, 3 830
Oceania,New Zealand,Wine,Production,2023,1000 hl, 2 980
America,Panama,Wine,Production,1995,1000 hl,  2
America,Panama,Wine,Production,1996,1000 hl,  2
America,Panama,Wine,Production,1997,1000 hl,  2
America,Panama,Wine,Production,1998,1000 hl,  2
America,Panama,Wine,Production,1999,1000 hl,  2
America,Panama,Wine,Production,2000,1000 hl,  1
America,Panama,Wine,Production,2001,1000 hl,  1
America,Panama,Wine,Production,2002,1000 hl,  1
America,Panama,Wine,Production,2003,1000 hl,  1
America,Panama,Wine,Production,2004,1000 hl,  1
America,Panama,Wine,Production,2005,1000 hl,  1
America,Panama,Wine,Production,2006,1000 hl,  1
America,Panama,Wine,Production,2007,1000 hl,  1
America,Panama,Wine,Production,2008,1000 hl,  1
America,Panama,Wine,Production,2009,1000 hl,  1
America,Panama,Wine,Production,2010,1000 hl,  2
America,Panama,Wine,Production,2011,1000 hl,  1
America,Panama,Wine,Production,2012,1000 hl,  1
America,Panama,Wine,Production,2013,1000 hl,  1
America,Panama,Wine,Production,2014,1000 hl,  2
America,Panama,Wine,Production,2015,1000 hl,  1
America,Panama,Wine,Production,2016,1000 hl,  1
America,Panama,Wine,Production,2017,1000 hl,  1
America,Panama,Wine,Production,2018,1000 hl,  1
America,Panama,Wine,Production,2019,1000 hl,  1
America,Panama,Wine,Production,2020,1000 hl,  1
America,Panama,Wine,Production,2021,1000 hl,  1
America,Paraguay,Wine,Production,1995,1000 hl,  77
America,Paraguay,Wine,Production,1996,1000 hl,  80
America,Paraguay,Wine,Production,1997,1000 hl,  80
America,Paraguay,Wine,Production,1998,1000 hl,  80
America,Paraguay,Wine,Production,1999,1000 hl,  74
America,Paraguay,Wine,Production,2000,1000 hl,  56
America,Paraguay,Wine,Production,2001,1000 hl,  60
America,Paraguay,Wine,Production,2002,1000 hl,  60
America,Paraguay,Wine,Production,2003,1000 hl,  60
America,Paraguay,Wine,Production,2004,1000 hl,  60
America,Paraguay,Wine,Production,2005,1000 hl,  16
America,Paraguay,Wine,Production,2006,1000 hl,  25
America,Paraguay,Wine,Production,2007,1000 hl,  16
America,Paraguay,Wine,Production,2008,1000 hl,  14
America,Paraguay,Wine,Production,2009,1000 hl,  14
America,Paraguay,Wine,Production,2010,1000 hl,  13
America,Paraguay,Wine,Production,2011,1000 hl,  14
America,Paraguay,Wine,Production,2012,1000 hl,  14
America,Paraguay,Wine,Production,2013,1000 hl,  14
America,Paraguay,Wine,Production,2014,1000 hl,  15
America,Paraguay,Wine,Production,2015,1000 hl,  15
America,Paraguay,Wine,Production,2016,1000 hl,  16
America,Paraguay,Wine,Production,2017,1000 hl,  16
America,Paraguay,Wine,Production,2018,1000 hl,  19
America,Paraguay,Wine,Production,2019,1000 hl,  18
America,Paraguay,Wine,Production,2020,1000 hl,  17
America,Paraguay,Wine,Production,2021,1000 hl,  17
America,Peru,Wine,Production,1995,1000 hl,  106
America,Peru,Wine,Production,1996,1000 hl,  111
America,Peru,Wine,Production,1997,1000 hl,  120
America,Peru,Wine,Production,1998,1000 hl,  120
America,Peru,Wine,Production,1999,1000 hl,  127
America,Peru,Wine,Production,2000,1000 hl,  330
America,Peru,Wine,Production,2001,1000 hl,  373
America,Peru,Wine,Production,2002,1000 hl,  408
America,Peru,Wine,Production,2003,1000 hl,  458
America,Peru,Wine,Production,2004,1000 hl,  480
America,Peru,Wine,Production,2005,1000 hl,  590
America,Peru,Wine,Production,2006,1000 hl,  600
America,Peru,Wine,Production,2007,1000 hl,  610
America,Peru,Wine,Production,2008,1000 hl,  620
America,Peru,Wine,Production,2009,1000 hl,  515
America,Peru,Wine,Production,2010,1000 hl,  520
America,Peru,Wine,Production,2011,1000 hl,  630
America,Peru,Wine,Production,2012,1000 hl,  650
America,Peru,Wine,Production,2013,1000 hl,  700
America,Peru,Wine,Production,2014,1000 hl,  730
America,Peru,Wine,Production,2015,1000 hl,  747
America,Peru,Wine,Production,2016,1000 hl,  750
America,Peru,Wine,Production,2017,1000 hl,  765
America,Peru,Wine,Production,2018,1000 hl,  820
America,Peru,Wine,Production,2019,1000 hl,  820
America,Peru,Wine,Production,2020,1000 hl,  810
America,Peru,Wine,Production,2021,1000 hl,  810
America,Peru,Wine,Production,2022,1000 hl,  810
Europe,Poland,Wine,Production,2010,1000 hl,0
Europe,Poland,Wine,Production,2011,1000 hl,0
Europe,Poland,Wine,Production,2012,1000 hl,0
Europe,Poland,Wine,Production,2013,1000 hl,  5
Europe,Poland,Wine,Production,2014,1000 hl,  5
Europe,Poland,Wine,Production,2015,1000 hl,  5
Europe,Poland,Wine,Production,2016,1000 hl,  5
Europe,Poland,Wine,Production,2017,1000 hl,  5
Europe,Poland,Wine,Production,2018,1000 hl,  5
Europe,Poland,Wine,Production,2019,1000 hl,  5
Europe,Poland,Wine,Production,2020,1000 hl,  5
Europe,Poland,Wine,Production,2021,1000 hl,  5
Europe,Poland,Wine,Production,2022,1000 hl,  5
Europe,Portugal,Wine,Production,1995,1000 hl, 7 255
Europe,Portugal,Wine,Production,1996,1000 hl, 9 712
Europe,Portugal,Wine,Production,1997,1000 hl, 6 124
Europe,Portugal,Wine,Production,1998,1000 hl, 3 750
Europe,Portugal,Wine,Production,1999,1000 hl, 7 844
